,State_Name,District_Name,latitude,longitude
94,Chandigarh,CHANDIGARH,30.7334421,76.7797143
95,Chhattisgarh,BASTAR,19.1191282,81.8291865
96,Chhattisgarh,BIJAPUR,18.7935679,80.815939
97,Chhattisgarh,BILASPUR,22.1638486,82.1365923
98,Chhattisgarh,DANTEWADA,18.8640648,81.3833947
99,Chhattisgarh,DHAMTARI,20.5326259,81.7155987
100,Chhattisgarh,DURG,21.1982964,81.4007922
101,Chhattisgarh,JANJGIR-CHAMPA,21.986403,82.5536606
102,Chhattisgarh,JASHPUR,22.770251,83.9708013
103,Chhattisgarh,KABIRDHAM,22.1150085,81.2446944
104,Chhattisgarh,KANKER,20.2692747,81.4932111
105,Chhattisgarh,KORBA,22.5198217,82.6350029
106,Chhattisgarh,KOREA,23.2382999,82.3906588
107,Chhattisgarh,MAHASAMUND,21.1922846,82.4890263
108,Chhattisgarh,NARAYANPUR,19.5842032,81.1136986
109,Chhattisgarh,RAIGARH,22.2361795,83.3529534
110,Chhattisgarh,RAIPUR,21.2380912,81.6336993
111,Chhattisgarh,RAJNANDGAON,21.0684424,80.7970779
112,Chhattisgarh,SURGUJA,22.9469135,83.1656942
113,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,20.233792,73.0495173
114,Goa,NORTH GOA,15.6044413,74.0017241
115,Goa,SOUTH GOA,15.219624,74.1159085
116,Gujarat,AHMADABAD,23.0215374,72.5800568
117,Gujarat,AMRELI,21.4176122,71.249609
118,Gujarat,ANAND,22.5586555,72.9627227
119,Gujarat,BANAS KANTHA,24.25,72.5
120,Gujarat,BHARUCH,21.7080427,72.9956936
121,Gujarat,BHAVNAGAR,21.7718836,72.1416449
122,Gujarat,DANG,20.7881718,73.7092033
123,Gujarat,DOHAD,22.9,74.0
124,Gujarat,GANDHINAGAR,23.2232877,72.6492267
125,Gujarat,JAMNAGAR,22.4732415,70.0552102
126,Gujarat,JUNAGADH,21.5220416,70.4582458
127,Gujarat,KACHCHH,23.583333,70.0
128,Gujarat,KHEDA,22.8532503,72.9953586
129,Gujarat,MAHESANA,23.6015557,72.3867981
130,Gujarat,NARMADA,21.7392624,73.6262458
131,Gujarat,NAVSARI,20.952407,72.9323831
132,Gujarat,PANCH MAHALS,23.0,74.0
133,Gujarat,PATAN,23.773753,71.6798581
134,Gujarat,PORBANDAR,21.6409,69.611
135,Gujarat,RAJKOT,22.3053263,70.8028377
136,Gujarat,SABAR KANTHA,23.5,73.25
137,Gujarat,SURAT,21.2094892,72.8317058
138,Gujarat,SURENDRANAGAR,22.8251395,71.6209736
139,Gujarat,TAPI,21.1916567,73.5560631
140,Gujarat,VADODARA,22.2973142,73.1942567
141,Gujarat,VALSAD,20.4321957,73.1409893
142,Haryana,AMBALA,30.3843674,76.770421
143,Haryana,BHIWANI,28.7931703,76.1391283
144,Haryana,FARIDABAD,28.4031478,77.3105561
145,Haryana,FATEHABAD,29.5359209,75.5752901
146,Haryana,GURGAON,28.4646148,77.0299194
147,Haryana,HISAR,29.2396596,75.8174505
148,Haryana,JHAJJAR,28.5964461,76.6505366
149,Haryana,JIND,29.3152073,76.314082
150,Haryana,KAITHAL,29.7996588,76.3989903
151,Haryana,KARNAL,29.7255766,76.9106924
152,Haryana,KURUKSHETRA,29.9693747,76.8482787
153,Haryana,MAHENDRAGARH,28.132697,76.1697448
154,Haryana,MEWAT,27.9935177,77.0419634
155,Haryana,PALWAL,28.0599426,77.3223422
156,Haryana,PANCHKULA,30.6975401,76.8551066
157,Haryana,PANIPAT,29.3912753,76.9771675
158,Haryana,REWARI,28.1956468,76.6165179
159,Haryana,ROHTAK,28.9010899,76.5801935
160,Haryana,SIRSA,29.6063041,74.9036568
161,Haryana,SONIPAT,28.9953758,77.0233627
162,Haryana,YAMUNANAGAR,30.1231349,77.286329
163,Himachal Pradesh,BILASPUR,31.3380959,76.7611631
164,Himachal Pradesh,CHAMBA,32.6923316,76.1631552
165,Himachal Pradesh,HAMIRPUR,31.6539865,76.5403633
166,Himachal Pradesh,KANGRA,32.0768665,76.2985872
167,Himachal Pradesh,KINNAUR,31.593013,78.3281417
168,Himachal Pradesh,KULLU,31.9578974,77.1089232
169,Himachal Pradesh,LAHUL AND SPITI,32.509934,77.0243657
170,Himachal Pradesh,MANDI,31.6516617,77.0092542
171,Himachal Pradesh,SHIMLA,31.1041526,77.1709729
172,Himachal Pradesh,SIRMAUR,30.6991321,77.4465304
173,Himachal Pradesh,SOLAN,30.9077569,77.1023645
174,Himachal Pradesh,UNA,31.5834642,76.2351452
175,Jammu and Kashmir ,ANANTNAG,33.74611,75.1854475
176,Jammu and Kashmir ,BADGAM,34.0385248,74.7360163
177,Jammu and Kashmir ,BANDIPORA,34.4232433,74.635965
178,Jammu and Kashmir ,BARAMULLA,34.2086903,74.343498
179,Jammu and Kashmir ,DODA,33.13261,75.5890079
180,Jammu and Kashmir ,GANDERBAL,34.2889322,75.0407983
181,Jammu and Kashmir ,JAMMU,32.7185614,74.8580917
182,Jammu and Kashmir ,KARGIL,32.7045476,74.871206
183,Jammu and Kashmir ,KATHUA,32.3765524,75.5243044
184,Jammu and Kashmir ,KISHTWAR,33.3107908,75.7694213
185,Jammu and Kashmir ,KULGAM,33.6446899,75.0188432
186,Jammu and Kashmir ,KUPWARA,34.5140696,74.191367
187,Jammu and Kashmir ,LEH LADAKH,34.16504,77.58402
188,Jammu and Kashmir ,POONCH,33.7670004,74.0957143
189,Jammu and Kashmir ,PULWAMA,33.9490472,75.0418335
190,Jammu and Kashmir ,RAJAURI,33.375,74.3
191,Jammu and Kashmir ,RAMBAN,33.3332891,75.1984763
192,Jammu and Kashmir ,REASI,33.08,74.83
193,Jammu and Kashmir ,SAMBA,32.57,75.12
194,Jammu and Kashmir ,SHOPIAN,33.72,74.83
195,Jammu and Kashmir ,SRINAGAR,34.09,74.79
196,Jammu and Kashmir ,UDHAMPUR,32.93,75.13
197,Jharkhand,BOKARO,23.67,86.15
198,Jharkhand,CHATRA,24.1062316,84.8623379
199,Jharkhand,DEOGHAR,24.4898318,86.6990182
200,Jharkhand,DHANBAD,23.7952809,86.4309638
201,Jharkhand,DUMKA,24.2677937,87.2485495
202,Jharkhand,EAST SINGHBUM,22.78,86.18
203,Jharkhand,GARHWA,24.053577,83.6526818
204,Jharkhand,GIRIDIH,24.18,86.3
205,Jharkhand,GODDA,24.8645886,87.2984838
206,Jharkhand,GUMLA,23.1603759,84.4599565
207,Jharkhand,HAZARIBAGH,24.0866962,85.4912231
208,Jharkhand,JAMTARA,23.9801639,86.9243637
209,Jharkhand,KHUNTI,22.9281801,85.2814475
210,Jharkhand,KODERMA,24.4931239,85.5560811
211,Jharkhand,LATEHAR,23.6880057,84.4969551
212,Jharkhand,LOHARDAGA,23.4770044,84.6986684
213,Jharkhand,PAKUR,24.5325908,87.593232
214,Jharkhand,PALAMU,24.2212983,84.1725565
215,Jharkhand,RAMGARH,23.693479,85.5215989
216,Jharkhand,RANCHI,23.3700501,85.3250387
217,Jharkhand,SAHEBGANJ,25.0320437,87.691764
218,Jharkhand,SARAIKELA KHARSAWAN,22.7464225,85.9168929
219,Jharkhand,SIMDEGA,22.5904573,84.5464805
220,Jharkhand,WEST SINGHBHUM,22.4282857,85.5317483
221,Karnataka,BAGALKOT,16.1793224,75.6999315
222,Karnataka,BANGALORE RURAL,13.0010872,77.3361225
223,Karnataka,BELGAUM,15.8572666,74.5069343
224,Karnataka,BELLARY,15.1430224,76.9173277
225,Karnataka,BENGALURU URBAN,12.9461554,77.5503844
226,Karnataka,BIDAR,18.0207296,77.2487204
227,Karnataka,BIJAPUR,16.8269911,75.7175387
228,Karnataka,CHAMARAJANAGAR,11.95442,77.1069086
229,Karnataka,CHIKBALLAPUR,13.4274405,77.7321433
230,Karnataka,CHIKMAGALUR,13.318014,75.7738743
231,Karnataka,CHITRADURGA,14.3049174,76.5297234
232,Karnataka,DAKSHIN KANNAD,12.87,74.88
233,Karnataka,DAVANGERE,14.4661266,75.9206361
234,Karnataka,DHARWAD,15.3707296,75.1332867
235,Karnataka,GADAG,15.416692,75.6815801
236,Karnataka,GULBARGA,17.3310003,76.8334228
237,Karnataka,HASSAN,13.0301852,76.1744968
238,Karnataka,HAVERI,14.7180267,75.3656423
239,Karnataka,KODAGU,12.3827332,75.6640715
240,Karnataka,KOLAR,13.1805066,78.2669329
241,Karnataka,KOPPAL,15.5748238,76.3118494
242,Karnataka,MANDYA,12.6368939,76.7275477
243,Karnataka,MYSORE,12.3051828,76.6553609
244,Karnataka,RAICHUR,16.0547194,76.9003647
245,Karnataka,RAMANAGARA,12.720006,77.3184199
246,Karnataka,SHIMOGA,14.0556502,75.2380553
247,Karnataka,TUMKUR,13.3400771,77.1006208
248,Karnataka,UDUPI,13.5269784,74.8731879
249,Karnataka,UTTAR KANNAD,14.8,74.13
250,Karnataka,YADGIR,16.5744123,76.9254434
251,Kerala,ALAPPUZHA,9.5006651,76.4124143
252,Kerala,ERNAKULAM,9.9837257,76.2740001
253,Kerala,IDUKKI,9.8154785,76.9991599
254,Kerala,KANNUR,11.8763836,75.3737973
255,Kerala,KASARAGOD,12.4221964,75.1904446
256,Kerala,KOLLAM,8.8870815,76.5907017
257,Kerala,KOTTAYAM,9.6287383,76.6455326
258,Kerala,KOZHIKODE,11.2450558,75.7754716
259,Kerala,MALAPPURAM,11.1068448,76.1099551
260,Kerala,PALAKKAD,10.7873691,76.4742172
261,Kerala,PATHANAMTHITTA,9.2780841,76.9737443
262,Kerala,THIRUVANANTHAPURAM,8.4882267,76.947551
263,Kerala,THRISSUR,10.5270099,76.214621
264,Kerala,WAYANAD,11.7151291,76.1271185
265,Madhya Pradesh,ALIRAJPUR,22.2859524,74.3545628
266,Madhya Pradesh,ANUPPUR,23.0346179,81.7510255
267,Madhya Pradesh,ASHOKNAGAR,24.6186095,77.8786983
268,Madhya Pradesh,BALAGHAT,21.8611589,80.3237105
269,Madhya Pradesh,BARWANI,21.7514248,74.8915957
270,Madhya Pradesh,BETUL,21.8797472,77.8753651
271,Madhya Pradesh,BHIND,26.3518828,78.6863189
272,Madhya Pradesh,BHOPAL,23.2584857,77.401989
273,Madhya Pradesh,BURHANPUR,21.3348669,76.3708803
274,Madhya Pradesh,CHHATARPUR,24.7606089,79.6781776
275,Madhya Pradesh,CHHINDWARA,22.2071897,78.798833
276,Madhya Pradesh,DAMOH,23.7981005,79.5419356
277,Madhya Pradesh,DATIA,25.9182946,78.6644962
278,Madhya Pradesh,DEWAS,22.8057498,76.2940408
279,Madhya Pradesh,DHAR,22.5786572,75.2258637
280,Madhya Pradesh,DINDORI,22.9070871,80.8846924
281,Madhya Pradesh,GUNA,24.5001772,77.2600959
282,Madhya Pradesh,GWALIOR,26.2037247,78.1573628
283,Madhya Pradesh,HARDA,22.2427972,77.1179173
284,Madhya Pradesh,HOSHANGABAD,22.7545538,77.7198249
285,Madhya Pradesh,INDORE,22.7203616,75.8681996
286,Madhya Pradesh,JABALPUR,23.1701522,79.9324505
287,Madhya Pradesh,JHABUA,22.8869652,74.7243249
288,Madhya Pradesh,KATNI,23.7176393,80.2610181
289,Madhya Pradesh,KHANDWA,21.8203752,76.3555424
290,Madhya Pradesh,KHARGONE,21.9544729,75.7521248
291,Madhya Pradesh,MANDLA,22.6871074,80.5816341
292,Madhya Pradesh,MANDSAUR,24.2628148,75.385692
293,Madhya Pradesh,MORENA,26.3849794,77.8612721
294,Madhya Pradesh,NARSINGHPUR,22.934556,79.0867849
295,Madhya Pradesh,NEEMUCH,24.6305517,75.1829
296,Madhya Pradesh,PANNA,24.4498931,80.1462723
297,Madhya Pradesh,RAISEN,23.2675909,78.1727134
298,Madhya Pradesh,RAJGARH,23.8716706,76.7744703
299,Madhya Pradesh,RATLAM,23.50222,74.9551534
